,filename,n_regimes,n_models,log_return,predict_t_plus_1,regular_periods,multi_index_fit,mu,sigma,pi,transition
0,./data/sim_samples_v1.npy,3,8,False,False,True,False,[-0.22156828 -0.16966215  0.30422202],[0.33439975 0.18861426 0.10179539],[5.09198815e-84 5.02349507e-11 1.00000000e+00],"[[9.73226629e-01 2.13615100e-02 5.41186129e-03]
 [3.05048681e-02 1.15092696e-01 8.54402436e-01]
 [9.68502251e-07 2.79824179e-01 7.20174853e-01]]"
,filename,n_regimes,n_models,log_return,predict_t_plus_1,regular_periods,multi_index_fit,mu,sigma,pi,transition
0,./data/sim_samples_v2.npy,4,8,False,False,True,False,[ 0.2670177   0.10429647 -3.43778251 -0.53853163],[0.0980237  0.20185064 0.27197806 0.52109818],[1.00000000e+00 4.04370843e-18 1.96917935e-29 2.37896039e-83],"[[9.81366898e-01 1.23950639e-04 1.85091134e-02 3.83908936e-08]
 [2.36438555e-02 9.60160931e-01 1.46504522e-02 1.54476112e-03]
 [1.38776192e-02 8.64659804e-01 1.61392963e-02 1.05323280e-01]
 [1.43756322e-08 3.63959765e-02 8.46736438e-03 9.55136645e-01]]"
